0 0 8  0
1 0 7  1
2 0 14  1
3 0 10  1
4 0 6  1
5 0 11  1
6 0 9  1
7 0 11  1
8 0 12  1
9 0 4  1
10 0 10  1
11 0 6  1
12 4.79342 6  1
13 0 14  1
14 0 13  1
15 0 15  1
16 0 14  1
17 4.55282 11  1
18 0 14  1
19 0 15  1
20 5.70894 5  1
21 5.01675 13  1
22 0 11  1
23 0 11  1
24 0 8  1
25 0 7  1
26 0 15  1
27 0 6  1
28 0 6  1
29 0 9  1
30 0 7  1
31 0 10  0
32 0 12  1
33 0 12  1
34 4.67402 17  1
35 0 7  1
36 0 9  1
37 0 12  1
38 2.18585 11  1
39 0 17  0
40 0 9  1
41 0 15  1
42 0 12  1
43 0 10  1
44 0 14  1
45 0 7  0
46 4.79414 11  1
47 0 11  1
48 4.63826 10  1
49 0 10  0
50 0 15  1
51 4.43978 13  1
52 0 8  1
53 0 8  1
54 0 8  1
55 0 12  1
56 0 9  1
57 4.60392 12  1
58 0 9  1
59 0 9  1
60 0 10  1
61 4.65926 9  1
62 0 12  1
63 0 12  1
64 0 8  1
65 0 7  1
66 4.73276 11  1
67 0 9  1
68 0 13  1
69 0 8  1
70 0 16  1
71 0 10  1
72 0 12  1
73 0 5  1
74 0 7  1
75 4.17316 12  1
76 4.90257 13  1
77 4.64149 14  1
78 0 9  1
79 0 10  1
80 5.16817 8  1
81 4.072 7  1
82 0 16  1
83 0 9  1
84 4.81939 5  1
85 5.04408 13  1
86 0 12  1
87 0 9  1
88 0 9  1
89 0 14  1
90 0 13  1
91 0 20  1
92 0 13  0
93 0 11  1
94 0 13  1
95 0 9  1
96 0 15  1
97 0 7  1
98 0 9  1
99 0 11  1
100 0 8  1
101 0 10  1
102 3.75328 13  1
103 0 8  1
104 0 12  1
105 2.91316 14  1
106 0 11  1
107 0 11  1
108 0 17  1
109 2.41592 12  1
110 0 10  1
111 0 13  1
112 4.8586 6  1
113 3.44563 12  1
114 0 8  1
115 0 10  1
116 0 13  1
117 5.06535 11  1
118 0 10  1
119 4.52098 14  1
120 0 14  1
121 0 5  1
122 2.99094 11  1
123 0 12  1
124 0 16  1
125 0 8  1
126 0 11  1
127 4.51218 16  0
128 0 7  1
129 0 11  1
130 0 9  1
131 3.45367 12  1
132 0 7  1
133 0 10  1
134 0 16  1
135 0 9  1
136 0 7  1
137 0 11  1
138 0 13  1
139 0 8  1
140 0 9  1
141 5.41394 10  1
142 0 10  1
143 0 15  1
144 5.10158 7  1
145 0 13  1
146 0 11  1
147 0 12  1
148 0 9  1
149 0 5  1
150 0 12  1
151 0 7  1
152 4.58099 13  1
