0 0 35  0
1 0 39  1
2 0 38  1
3 0 37  1
4 0 49  1
5 0 39  1
6 0 41  1
7 0 34  1
8 0 35  1
9 0 32  1
10 0 32  1
11 0 40  1
12 3.29051 31  1
13 0 40  1
14 0 34  1
15 0 36  1
16 0 28  1
17 2.87021 32  1
18 0 26  1
19 0 41  1
20 2.36089 41  1
21 3.11181 38  1
22 0 40  1
23 0 35  1
24 0 43  1
25 0 29  1
26 0 46  1
27 0 29  1
28 0 46  1
29 0 39  1
30 0 35  1
31 0 43  1
32 0 34  1
33 0 31  1
34 1.50486 41  1
35 0 36  1
36 0 25  1
37 0 47  1
38 2.58969 34  1
39 0 37  1
40 0 31  1
41 0 48  1
42 0 41  1
43 0 32  1
44 0 44  1
45 0 52  1
46 2.47026 34  1
47 0 30  1
48 2.11905 37  1
49 0 45  1
50 0 47  1
51 2.23253 39  1
52 0 33  1
53 0 28  1
54 0 31  1
55 0 33  1
56 0 31  1
57 2.89618 31  1
58 0 44  1
59 0 33  1
60 0 41  1
61 2.90744 33  1
62 0 36  1
63 0 32  1
64 0 34  1
65 0 36  1
66 2.02645 37  1
67 0 34  0
68 0 38  1
69 0 37  1
70 0 24  1
71 0 37  1
72 0 34  1
73 0 38  1
74 0 30  1
75 2.79355 41  1
76 2.84808 36  1
77 2.75077 41  1
78 0 31  1
79 0 45  0
80 3.0428 36  1
81 1.33802 39  1
82 0 26  1
83 0 37  1
84 2.31905 42  1
85 2.26946 40  1
86 0 35  1
87 0 39  0
88 0 30  0
89 0 34  1
90 0 40  0
91 0 32  1
92 0 32  1
93 0 50  1
94 0 41  0
95 0 40  1
96 0 43  1
97 0 46  1
98 0 42  1
99 0 43  1
100 0 33  1
101 0 37  0
102 3.06007 31  1
103 0 37  1
104 0 52  1
105 2.30646 38  1
106 0 34  1
107 0 37  1
108 0 47  1
109 3.1675 35  1
110 0 47  1
111 0 55  1
112 2.54734 40  1
113 1.02829 34  1
114 0 31  0
115 0 49  1
116 0 39  0
117 0.98442 37  1
118 0 44  1
119 3.79913 38  1
120 0 29  1
121 0 41  1
122 2.36145 40  1
123 0 31  1
124 0 30  1
125 0 38  1
126 0 38  1
127 2.87632 44  1
128 0 34  1
129 0 39  1
130 0 37  1
131 2.55988 36  1
132 0 41  1
133 0 40  1
134 0 30  1
135 0 31  1
136 0 34  1
137 0 49  1
138 0 33  1
139 0 30  1
140 0 45  1
141 2.77642 35  1
142 0 40  0
143 0 28  1
144 1.05147 49  1
145 0 42  1
146 0 43  1
147 0 46  1
148 0 37  1
149 0 25  1
150 0 40  1
151 0 39  1
152 0.662859 47  1
153 0 37  1
154 0 41  1
155 0 41  1
156 0 32  1
157 0.23168 30  1
158 0 39  1
159 0 37  1
160 2.35087 44  1
161 3.86404 31  1
162 0 32  1
163 0 46  1
164 0 38  1
165 0 35  1
166 2.58293 33  1
