0 0 14
1 6.76699 9
2 0 9
3 0 18
4 0 8
5 0 6
6 0 13
7 0 8
8 0 4
9 0 7
10 0 11
11 0 5
12 5.57901 7
13 0 8
14 0 9
15 0 11
16 0 12
17 6.46938 9
18 0 15
19 0 14
20 6.40154 15
21 6.08186 13
22 0 11
23 0 10
24 0 13
25 0 11
26 0 15
27 0 10
28 0 13
29 0 10
30 0 11
31 0 14
32 0 16
33 0 7
34 6.5022 9
35 0 18
36 0 10
37 0 15
38 6.92574 11
39 0 12
40 0 15
41 0 15
42 0 11
43 0 8
44 0 7
45 0 18
46 6.17007 7
47 0 16
48 4.9504 11
49 0 8
50 0 7
51 5.75451 5
52 0 12
53 0 15
54 0 7
55 0 3
56 0 11
57 5.34515 8
58 0 14
59 0 17
60 0 5
61 6.78075 8
62 0 12
63 0 19
64 0 9
65 0 9
66 6.82054 18
67 0 7
68 0 9
69 0 8
70 0 14
71 0 12
72 0 9
73 0 9
74 0 12
75 6.17336 12
76 6.65101 13
77 6.36902 10
78 0 11
79 0 10
80 5.97393 11
81 6.2079 10
82 0 10
83 0 14
84 6.19834 15
85 5.72497 14
86 0 12
87 0 14
88 0 11
89 0 10
90 0 9
91 0 13
92 0 13
93 0 9
94 0 9
95 0 9
96 0 3
97 0 9
98 0 13
99 0 12
100 0 7
101 0 12
102 6.412 11
103 0 7
104 0 10
105 6.13716 7
106 0 2
107 0 13
108 0 9
109 6.42274 9
110 0 10
111 0 10
112 6.08972 8
113 6.1472 15
114 0 12
115 0 18
116 0 9
117 6.27615 11
118 0 10
119 7.26397 4
120 0 10
121 0 9
122 5.92225 12
123 0 9
124 0 15
125 0 13
126 0 6
127 6.72671 15
128 0 12
129 0 8
130 0 12
131 7.23865 8
132 0 9
133 0 12
134 0 11
135 0 15
136 0 10
137 0 12
138 0 13
139 0 8
140 0 13
141 4.63428 11
142 0 9
143 0 6
144 7.20967 9
145 0 14
146 0 13
147 0 15
148 0 9
149 0 16
150 0 13
151 0 6
152 6.08983 13
153 0 12
154 0 7
155 0 4
156 0 12
157 6.65784 13
158 0 14
159 0 16
160 5.15637 13
161 6.83427 8
162 0 9
163 0 16
164 0 11
165 0 17
166 5.94609 9
167 0 7
168 6.36747 15
169 0 11
170 0 9
171 0 10
172 0 9
173 5.60114 10
174 6.06981 7
175 0 9
176 0 6
177 0 10
178 4.73761 10
179 0 11
180 0 14
181 0 7
182 0 14
183 5.06545 6
184 6.62667 11
185 6.25365 6
186 6.27683 4
187 0 17
188 7.2585 4
189 6.66629 6
190 0 10
191 0 11
192 0 9
193 0 10
194 0 10
195 6.06976 10
196 6.53296 8
197 5.21755 12
198 0 6
199 0 8
200 0 12
201 0 7
202 0 11
203 0 16
204 0 7
205 0 9
206 0 8
207 0 11
208 7.57327 5
209 0 9
210 6.02234 13
211 0 7
212 0 11
213 0 12
214 0 7
215 0 11
216 0 9
217 0 9
218 6.40929 11
219 0 8
220 0 12
221 0 9
222 5.43248 7
223 0 13
224 0 11
225 0 8
226 0 7
227 0 14
228 6.52079 12
229 0 13
230 5.55154 9
231 0 7
232 0 11
233 6.16165 8
234 0 9
235 4.79939 17
236 4.49836 8
237 0 18
238 0 8
239 0 8
240 0 7
241 0 9
242 6.25588 10
243 0 18
244 0 13
245 6.53646 9
246 0 11
247 0 10
248 0 14
249 6.531 5
250 0 7
251 4.59905 12
252 5.70481 17
253 0 14
254 0 11
255 0 8
256 0 8
257 0 8
258 0 13
259 6.12849 8
260 0 15
261 0 11
262 0 10
263 0 10
264 6.57825 12
265 5.97865 13
266 0 6
267 7.14325 8
268 0 8
269 5.86876 9
270 0 11
271 5.91396 8
272 0 11
273 5.69396 15
274 0 18
275 0 12
276 0 11
277 4.59297 15
278 0 12
279 4.70623 6
280 0 11
281 0 5
282 0 11
283 0 13
284 0 8
285 0 12
286 6.40694 12
287 0 9
288 0 9
289 0 12
290 0 13
291 0 10
292 0 10
293 0 12
294 0 10
